age,workclass,race,sex,y_no,y_yes
23, Private, White, Female,1,0
35, Private, White, Male,0,1
19, Private, White, Male,1,0
30, Private, White, Male,1,0
27, Private, White, Female,1,0
29, ?, White, Male,1,0
27, Private, White, Male,0,1
37, Private, White, Male,0,1
44, Private, White, Male,0,1
34, Private, White, Male,0,1
43, Private, White, Female,1,0
41, Private, White, Male,1,0
34, Self-emp-not-inc, White, Male,1,0
23, Private, White, Male,1,0
51, Private, White, Female,1,0
24, Private, White, Male,1,0
38, Self-emp-not-inc, White, Female,0,1
24, Private, Black, Male,1,0
53, Self-emp-inc, White, Male,0,1
33, Private, White, Male,0,1
24, Private, White, Male,1,0
45, Private, Black, Male,0,1
31, Private, White, Male,1,0
38, Local-gov, Black, Female,1,0
28, Private, White, Female,0,1
38, Private, White, Male,0,1
25, Private, White, Male,1,0
29, Private, White, Male,1,0
29, Private, White, Female,1,0
48, Private, White, Male,0,1
24, Private, Asian-Pac-Islander, Female,1,0
31, Private, White, Female,1,0
36, Private, White, Male,1,0
62, Private, White, Male,0,1
25, Private, White, Female,1,0
55, Private, White, Female,1,0
21, Private, White, Female,1,0
60, Private, White, Male,1,0
41, Private, White, Male,1,0
43, State-gov, White, Male,1,0
30, Private, White, Male,0,1
47, Private, White, Male,1,0
50, Private, White, Male,1,0
41, Self-emp-inc, White, Male,0,1
23, Private, White, Male,1,0
38, ?, White, Female,1,0
30, Private, White, Male,1,0
35, Private, White, Female,1,0
25, Private, White, Female,1,0
61, Private, White, Male,1,0
71, ?, White, Male,1,0
35, State-gov, White, Female,1,0
35, Federal-gov, White, Female,1,0
38, Private, White, Male,1,0
27, Self-emp-not-inc, White, Male,1,0
51, Private, White, Female,1,0
55, Self-emp-not-inc, White, Female,1,0
45, Private, White, Male,1,0
33, Private, Black, Female,1,0
25, State-gov, Black, Male,1,0
52, Private, White, Male,0,1
46, Private, White, Female,1,0
34, Private, White, Female,1,0
52, State-gov, White, Male,1,0
47, Private, White, Female,1,0
46, Private, Black, Female,1,0
36, Self-emp-inc, White, Male,0,1
69, ?, White, Male,1,0
34, Private, White, Female,0,1
36, Private, White, Male,1,0
31, Private, White, Male,1,0
31, Self-emp-not-inc, White, Female,0,1
38, Local-gov, White, Male,1,0
57, Local-gov, White, Female,1,0
24, Private, White, Male,1,0
37, Private, White, Male,1,0
69, Self-emp-not-inc, White, Male,0,1
39, Private, White, Male,0,1
38, Private, White, Male,1,0
34, State-gov, Black, Male,1,0
21, Private, White, Female,1,0
21, Private, White, Female,1,0
61, Private, White, Male,1,0
35, Private, White, Male,1,0
29, Private, Black, Male,1,0
18, ?, White, Female,1,0
41, Local-gov, White, Male,1,0
42, Private, Black, Male,0,1
52, Private, White, Female,0,1
38, Private, White, Female,1,0
51, Self-emp-not-inc, White, Male,1,0
55, Private, Asian-Pac-Islander, Male,1,0
20, Private, White, Female,1,0
23, Private, White, Male,1,0
24, Private, White, Male,1,0
48, Private, White, Male,1,0
22, Private, White, Female,1,0
22, State-gov, White, Female,1,0
28, Private, Black, Female,1,0
28, Private, White, Male,0,1
34, Private, White, Male,0,1
25, Private, Black, Male,1,0
48, Private, White, Male,1,0
32, Local-gov, White, Male,1,0
31, Private, Amer-Indian-Eskimo, Male,1,0
65, ?, White, Female,1,0
56, Local-gov, White, Female,1,0
22, Self-emp-not-inc, Amer-Indian-Eskimo, Male,1,0
27, Private, White, Male,1,0
27, Federal-gov, Black, Female,1,0
30, Local-gov, White, Male,1,0
33, Private, White, Female,1,0
50, Private, White, Male,0,1
19, Private, White, Female,1,0
42, Private, White, Male,1,0
37, Federal-gov, Black, Male,1,0
26, Private, White, Male,1,0
32, ?, Black, Female,1,0
43, Private, White, Female,1,0
47, Private, White, Female,1,0
26, Private, White, Female,0,1
24, Private, White, Female,1,0
34, Private, White, Female,1,0
33, Self-emp-not-inc, White, Male,1,0
35, Private, Asian-Pac-Islander, Female,0,1
57, Private, White, Male,0,1
45, Private, White, Male,1,0
42, Private, Black, Female,1,0
25, Private, White, Male,1,0
56, Private, White, Male,0,1
25, Private, White, Male,1,0
23, Private, White, Male,1,0
35, Local-gov, White, Male,1,0
28, Private, White, Male,1,0
41, Private, White, Male,0,1
26, Private, White, Male,1,0
37, Private, Black, Female,1,0
22, Private, Other, Male,1,0
30, Private, White, Male,1,0
42, Private, White, Male,1,0
38, Private, White, Female,1,0
49, Private, White, Male,1,0
27, Private, White, Male,0,1
43, Federal-gov, White, Female,0,1
68, ?, White, Female,1,0
41, Private, White, Male,1,0
25, Private, White, Male,1,0
23, Private, White, Male,1,0
68, Private, White, Male,0,1
17, Private, White, Male,1,0
45, Self-emp-not-inc, White, Female,1,0
45, Private, White, Male,0,1
30, Private, White, Male,0,1
49, State-gov, White, Female,1,0
42, Private, White, Male,0,1
29, Private, White, Female,1,0
21, Local-gov, White, Female,1,0
20, Private, White, Female,1,0
59, Private, Black, Female,1,0
26, Private, White, Male,1,0
25, Private, White, Female,1,0
33, Private, White, Male,0,1
35, Private, White, Female,1,0
45, Federal-gov, White, Male,0,1
66, Private, White, Male,1,0
67, ?, Black, Female,1,0
33, Private, Other, Male,1,0
38, Private, Other, Male,1,0
72, Private, White, Male,1,0
21, Private, White, Female,1,0
39, Private, White, Male,1,0
41, Private, White, Male,0,1
22, Private, White, Male,1,0
49, Self-emp-inc, White, Male,0,1
24, Private, White, Male,1,0
25, Private, White, Male,1,0
26, Private, White, Male,1,0
50, Private, White, Male,1,0
23, Private, White, Female,1,0
41, Private, White, Male,1,0
60, Private, White, Male,1,0
67, ?, White, Female,1,0
77, Local-gov, White, Male,1,0
62, Private, White, Female,1,0
22, Private, White, Male,1,0
37, Private, White, Female,1,0
17, Private, White, Male,1,0
52, Federal-gov, White, Female,0,1
31, Private, White, Male,1,0
23, Federal-gov, White, Male,1,0
27, Self-emp-inc, White, Male,1,0
38, Self-emp-inc, White, Female,1,0
23, Private, White, Female,1,0
22, State-gov, Black, Female,1,0
61, Self-emp-not-inc, White, Male,1,0
55, Private, White, Male,1,0
23, Private, White, Female,1,0
39, Private, Asian-Pac-Islander, Female,1,0
38, Local-gov, White, Male,0,1
25, Private, White, Female,1,0
25, Private, Asian-Pac-Islander, Male,1,0
66, Private, White, Male,1,0
30, Private, White, Female,1,0
32, Private, White, Male,1,0
43, Private, White, Male,0,1
18, Private, White, Male,1,0
20, Private, White, Male,1,0
20, Private, Black, Male,1,0
34, Private, Black, Female,1,0
33, Private, White, Male,1,0
40, Private, White, Male,1,0
33, Private, White, Male,0,1
30, Private, White, Male,1,0
41, Local-gov, White, Female,1,0
20, Private, White, Female,1,0
40, Self-emp-not-inc, White, Male,0,1
44, Self-emp-not-inc, White, Male,1,0
50, Private, Asian-Pac-Islander, Female,1,0
38, ?, White, Female,1,0
30, Local-gov, White, Male,1,0
45, Private, White, Male,1,0
25, Private, White, Female,1,0
22, ?, White, Male,1,0
25, Private, White, Male,1,0
63, ?, White, Male,1,0
55, State-gov, White, Male,0,1
26, Private, White, Female,1,0
22, Private, White, Male,1,0
41, Self-emp-not-inc, White, Male,1,0
21, Private, White, Male,1,0
39, Private, White, Male,1,0
82, ?, White, Female,1,0
18, Private, White, Male,1,0
60, Private, White, Male,1,0
22, Private, White, Male,1,0
39, Local-gov, Black, Female,0,1
34, Private, White, Male,1,0
50, Local-gov, Black, Female,1,0
53, Private, White, Female,1,0
27, Private, Black, Male,1,0
37, Private, Black, Male,1,0
25, Private, White, Male,1,0
33, Private, White, Male,1,0
34, State-gov, White, Male,1,0
35, Private, White, Female,1,0
51, Private, White, Male,0,1
33, Private, White, Male,1,0
57, Self-emp-not-inc, White, Male,0,1
25, ?, White, Male,1,0
56, Private, White, Male,1,0
34, Private, White, Male,0,1
36, Private, White, Male,1,0
46, Private, White, Male,0,1
55, Private, White, Male,0,1
88, Self-emp-not-inc, White, Male,1,0
60, Self-emp-not-inc, White, Male,1,0
40, Self-emp-not-inc, White, Female,1,0
21, Private, White, Female,1,0
46, Private, Black, Female,1,0
56, Private, White, Male,1,0
36, Self-emp-not-inc, White, Male,1,0
67, Self-emp-not-inc, White, Male,1,0
35, Private, White, Male,1,0
20, Private, White, Female,1,0
34, Private, White, Male,1,0
23, Private, Asian-Pac-Islander, Male,1,0
19, ?, White, Male,1,0
19, Private, White, Female,1,0
25, Private, White, Male,1,0
53, Private, White, Male,1,0
18, ?, Black, Female,1,0
31, Self-emp-not-inc, White, Male,1,0
33, Private, White, Male,1,0
33, Federal-gov, Black, Male,1,0
45, Self-emp-inc, White, Male,0,1
35, Private, Black, Female,1,0
20, ?, White, Male,1,0
36, Private, White, Male,1,0
36, Private, White, Male,1,0
51, Self-emp-not-inc, White, Male,1,0
45, ?, White, Male,1,0
45, State-gov, Black, Male,0,1
24, Private, White, Male,1,0
28, Private, White, Female,1,0
63, Private, White, Male,1,0
35, Private, Black, Male,0,1
25, Self-emp-not-inc, White, Female,1,0
36, Private, White, Female,0,1
44, Private, White, Male,1,0
49, Self-emp-not-inc, White, Female,1,0
52, Private, White, Male,1,0
27, Private, Black, Male,1,0
35, Private, Black, Male,1,0
51, Private, White, Male,0,1
49, Private, White, Male,1,0
35, Local-gov, Asian-Pac-Islander, Male,0,1
28, Private, White, Female,1,0
37, Private, White, Male,1,0
65, Private, White, Female,1,0
24, Private, White, Female,1,0
30, Federal-gov, White, Female,1,0
38, Private, White, Male,1,0
58, Self-emp-not-inc, White, Male,0,1
57, Private, Black, Male,0,1
40, Private, White, Female,0,1
42, Private, Black, Female,1,0
31, Self-emp-not-inc, White, Male,0,1
17, Private, White, Male,1,0
42, Private, White, Female,1,0
25, Private, White, Female,1,0
40, Private, White, Male,0,1
65, ?, White, Male,0,1
29, Private, White, Female,1,0
31, Private, White, Male,0,1
71, Local-gov, White, Male,1,0
34, Private, White, Female,1,0
25, Private, White, Male,1,0
40, Private, White, Male,1,0
67, Private, White, Female,1,0
40, Private, White, Male,0,1
18, Private, Black, Female,1,0
38, Private, White, Male,0,1
38, Private, White, Male,1,0
42, Private, Black, Male,1,0
36, State-gov, White, Female,1,0
23, Self-emp-not-inc, White, Male,1,0
56, Private, Black, Male,1,0
36, Private, White, Male,0,1
22, Private, White, Male,1,0
39, Private, White, Female,1,0
36, State-gov, Asian-Pac-Islander, Female,1,0
44, Private, White, Male,0,1
38, Private, Black, Female,1,0
19, ?, White, Male,1,0
37, Private, White, Male,1,0
57, Local-gov, White, Female,1,0
54, Private, White, Male,1,0
18, Self-emp-not-inc, White, Male,1,0
22, ?, White, Male,1,0
63, Self-emp-not-inc, White, Male,1,0
38, Self-emp-inc, White, Female,1,0
26, Private, White, Male,1,0
40, Private, White, Female,1,0
20, Private, White, Male,1,0
39, Private, White, Male,1,0
28, Private, White, Male,1,0
30, Private, Asian-Pac-Islander, Female,0,1
42, Private, White, Female,1,0
42, Private, White, Male,1,0
21, Private, White, Female,1,0
40, Private, White, Male,1,0
36, Private, White, Female,1,0
67, Private, White, Male,1,0
65, Private, White, Female,1,0
50, Local-gov, White, Female,1,0
18, Private, White, Male,1,0
31, Private, Black, Female,1,0
36, Self-emp-inc, White, Male,0,1
20, Private, White, Female,1,0
34, Private, White, Male,1,0
24, Private, White, Male,1,0
38, Federal-gov, White, Female,1,0
17, Private, White, Female,1,0
52, Without-pay, White, Female,1,0
34, Private, White, Female,0,1
30, ?, Black, Male,1,0
49, Private, White, Male,1,0
45, Private, White, Female,1,0
46, Private, Asian-Pac-Islander, Male,0,1
34, Self-emp-inc, White, Male,0,1
21, Self-emp-not-inc, White, Female,1,0
17, Private, White, Female,1,0
23, Private, Black, Male,1,0
32, Private, White, Male,1,0
22, Private, White, Male,1,0
48, State-gov, White, Male,0,1
27, State-gov, White, Male,1,0
43, Private, White, Male,1,0
44, Private, Asian-Pac-Islander, Female,1,0
55, Private, White, Male,0,1
31, Private, Black, Male,1,0
34, Private, White, Male,1,0
34, Private, White, Male,1,0
37, Private, White, Male,1,0
21, Private, White, Male,1,0
35, Private, Black, Male,1,0
28, Private, White, Female,1,0
62, Private, White, Female,1,0
40, Federal-gov, White, Male,1,0
34, Private, White, Female,1,0
32, Private, White, Female,1,0
70, Private, White, Female,1,0
23, Private, White, Male,1,0
30, Private, White, Male,1,0
57, Private, Asian-Pac-Islander, Male,1,0
34, Self-emp-not-inc, White, Male,0,1
24, Private, White, Male,1,0
41, Local-gov, White, Male,0,1
38, Self-emp-not-inc, White, Male,1,0
48, Private, White, Female,1,0
43, Private, Black, Male,1,0
18, Private, White, Female,1,0
35, Private, White, Male,0,1
42, Private, White, Male,1,0
30, Private, White, Female,1,0
42, Private, White, Male,0,1
48, Private, Black, Male,1,0
70, Private, White, Female,1,0
37, Private, White, Male,1,0
51, Private, White, Female,1,0
35, Private, White, Male,1,0
59, Self-emp-not-inc, White, Male,0,1
57, Private, White, Male,0,1
26, Private, White, Male,1,0
26, Private, Other, Male,1,0
19, Private, White, Male,1,0
34, Private, White, Female,1,0
56, Private, White, Female,0,1
25, Private, Asian-Pac-Islander, Female,1,0
46, Self-emp-not-inc, White, Male,0,1
22, Private, White, Male,1,0
32, Private, White, Female,1,0
72, Self-emp-not-inc, White, Male,1,0
36, Private, White, Male,1,0
28, Private, White, Female,0,1
76, ?, White, Male,1,0
37, Private, White, Male,1,0
42, Private, White, Male,0,1
44, Private, White, Male,1,0
33, Private, White, Female,0,1
53, State-gov, White, Male,1,0
28, Private, White, Male,1,0
69, Private, White, Male,1,0
20, Private, White, Male,1,0
33, Private, White, Male,1,0
47, Private, Black, Male,0,1
50, Local-gov, White, Male,0,1
22, Private, White, Male,1,0
20, Private, White, Male,1,0
42, Local-gov, White, Male,1,0
23, Private, Asian-Pac-Islander, Male,1,0
24, ?, Black, Male,1,0
32, Private, White, Female,1,0
41, Private, Black, Male,1,0
35, Private, White, Male,1,0
40, Private, White, Male,0,1
25, Private, Black, Male,1,0
34, State-gov, Asian-Pac-Islander, Male,1,0
23, Private, Asian-Pac-Islander, Male,1,0
30, Local-gov, White, Male,0,1
55, Local-gov, White, Female,1,0
26, Private, White, Female,1,0
42, ?, White, Male,1,0
39, Private, White, Male,1,0
52, Private, Amer-Indian-Eskimo, Male,0,1
42, Private, White, Male,1,0
25, Private, White, Male,1,0
27, Private, White, Male,1,0
30, Self-emp-not-inc, White, Male,1,0
23, State-gov, White, Male,0,1
47, Self-emp-not-inc, White, Male,0,1
58, ?, White, Male,1,0
18, Private, White, Female,1,0
52, Private, White, Female,1,0
24, Private, White, Female,1,0
58, Self-emp-inc, White, Male,0,1
35, Private, White, Male,1,0
31, Private, White, Male,1,0
46, Private, White, Male,0,1
43, Private, White, Male,0,1
21, Private, White, Female,1,0
52, Private, White, Male,1,0
24, Private, White, Female,1,0
22, Private, White, Female,1,0
39, Private, Asian-Pac-Islander, Male,1,0
34, State-gov, Black, Male,1,0
58, Private, White, Male,0,1
26, Private, White, Male,1,0
29, Private, Amer-Indian-Eskimo, Male,1,0
67, ?, White, Male,1,0
28, Private, Black, Female,1,0
62, Local-gov, White, Male,1,0
54, Private, White, Male,0,1
36, Private, White, Male,1,0
18, Private, White, Male,1,0
25, Private, White, Male,1,0
48, Private, Black, Female,1,0
56, Private, White, Male,1,0
30, Private, White, Female,1,0
41, Local-gov, White, Female,1,0
59, Private, White, Male,0,1
36, Private, White, Male,1,0
30, Private, White, Female,1,0
27, Private, White, Male,1,0
19, ?, White, Female,1,0
30, Private, Asian-Pac-Islander, Male,1,0
47, Private, Black, Female,1,0
39, Private, White, Male,0,1
31, Private, Asian-Pac-Islander, Male,1,0
44, Private, White, Female,1,0
37, Private, White, Female,1,0
28, Private, White, Male,1,0
38, Private, White, Male,1,0
26, Private, White, Female,1,0
44, Private, White, Male,0,1
40, Private, White, Male,1,0
53, State-gov, Amer-Indian-Eskimo, Female,0,1
31, Private, White, Male,1,0
18, Private, White, Female,1,0
43, Self-emp-inc, White, Male,1,0
30, Private, White, Male,1,0
19, State-gov, White, Female,1,0
36, Private, White, Male,1,0
19, ?, White, Male,1,0
25, Private, White, Female,1,0
36, Private, White, Male,1,0
22, Private, White, Female,1,0
42, Federal-gov, White, Male,1,0
33, State-gov, White, Female,1,0
38, Private, White, Male,1,0
21, ?, White, Female,1,0
